pincode,city,delivery_model,platform,zone_type,weekly_earnings,deliveries_per_day,is_part_time,earnings_consistency,experience_months,multi_platform,cold_chain,flood_risk,heat_risk,aqi_risk,cyclone_risk,coastal_zone,seasonal_index,month,no_claim_weeks,no_claim_discount,weekly_premium,max_weekly_payout
110085,Delhi,same_day,PharmEasy,hospital_adjacent,4408,10,0,0.623,28,0,0,0.38,0.88,0.938,0.047,0,0.575,5,1,0.03,89.39,661.0
302001,Jaipur,same_day,PharmEasy,hospital_adjacent,3660,10,0,0.552,5,0,0,0.226,0.921,0.552,0.0,0,0.218,3,0,0.0,85.83,549.0
110085,Delhi,same_day,Tata1mg,residential,4902,11,0,0.976,3,0,0,0.433,0.9,0.957,0.056,0,0.549,10,1,0.03,84.88,735.0
302001,Jaipur,scheduled,PharmEasy,commercial,3689,20,0,0.42,10,0,0,0.176,0.901,0.573,0.014,0,0.547,4,0,0.0,55.47,553.0
110085,Delhi,same_day,Tata1mg,residential,5275,9,0,0.806,49,0,0,0.447,0.905,0.891,0.042,0,0.643,4,2,0.06,85.87,791.0
700091,Kolkata,scheduled,Netmeds,industrial,3738,22,0,0.674,35,1,1,0.671,0.617,0.698,0.359,0,0.929,9,2,0.06,71.93,561.0
700064,Kolkata,same_day,Tata1mg,commercial,7007,7,0,0.516,23,1,0,0.933,0.686,0.741,0.408,1,0.155,3,3,0.09,138.69,800.0
345001,Jaisalmer,hyperlocal,PhonePePincode,hospital_adjacent,5913,13,0,0.538,5,0,1,0.102,0.93,0.201,0.013,0,0.352,11,4,0.12,115.07,800.0
560076,Bengaluru,same_day,PharmEasy,hospital_adjacent,5255,8,0,0.69,19,1,0,0.814,0.363,0.449,0.053,0,0.241,11,1,0.03,84.77,788.0
560034,Bengaluru,same_day,Tata1mg,residential,4717,9,0,0.823,14,0,0,0.586,0.273,0.374,0.061,0,0.739,9,1,0.03,81.69,708.0
110003,Delhi,scheduled,Netmeds,residential,2747,24,0,0.634,11,0,1,0.362,0.898,0.954,0.062,0,0.362,1,2,0.06,38.51,412.0
400063,Mumbai,scheduled,Tata1mg,residential,3204,16,0,0.985,33,0,0,0.916,0.492,0.685,0.284,0,0.332,2,1,0.03,55.69,481.0
411045,Pune,same_day,Apollo24x7,hospital_adjacent,6955,8,0,0.507,5,0,0,0.545,0.576,0.482,0.07,0,0.704,9,0,0.0,144.44,800.0
500081,Hyderabad,hyperlocal,Tata1mg,hospital_adjacent,5894,13,0,0.848,12,0,0,0.351,0.672,0.52,0.085,0,0.767,9,0,0.0,130.22,800.0
226003,Lucknow,same_day,Tata1mg,residential,6061,7,0,0.889,23,0,0,0.599,0.796,0.773,0.026,0,0.726,8,0,0.0,144.03,800.0
560001,Bengaluru,hyperlocal,Tata1mg,hospital_adjacent,4871,14,0,0.656,30,0,0,0.432,0.313,0.368,0.05,0,0.301,3,0,0.0,107.05,731.0
411021,Pune,hyperlocal,PhonePePincode,hospital_adjacent,5700,8,0,0.918,58,0,0,0.402,0.505,0.42,0.057,0,0.764,7,3,0.09,108.86,800.0
380009,Ahmedabad,same_day,PharmEasy,residential,4190,6,0,0.498,16,0,1,0.427,0.885,0.692,0.056,0,0.209,12,1,0.03,93.16,628.0
226010,Lucknow,scheduled,PharmEasy,industrial,3222,25,0,0.725,21,0,0,0.437,0.838,0.736,0.007,0,0.895,8,0,0.0,66.87,483.0
400051,Mumbai,same_day,PharmEasy,residential,5868,8,0,0.679,1,0,0,0.462,0.455,0.597,0.328,1,0.6,4,1,0.03,85.92,800.0
500081,Hyderabad,hyperlocal,Tata1mg,residential,7428,8,0,0.642,54,1,1,0.336,0.677,0.462,0.097,0,0.263,1,0,0.0,192.02,800.0
400063,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,5473,15,0,0.883,9,0,0,0.995,0.53,0.661,0.329,0,0.271,1,1,0.03,129.87,800.0
700027,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,4922,18,0,0.543,15,0,0,0.817,0.67,0.719,0.415,0,0.455,5,2,0.06,129.16,738.0
110018,Delhi,scheduled,PharmEasy,hospital_adjacent,2111,17,0,0.696,3,1,0,0.352,0.949,0.935,0.049,0,0.956,8,4,0.12,39.03,317.0
700001,Kolkata,same_day,PharmEasy,residential,4449,11,0,0.217,1,0,1,0.847,0.64,0.668,0.401,1,0.863,6,0,0.0,125.34,667.0
380001,Ahmedabad,scheduled,Netmeds,residential,3206,14,0,0.726,2,0,0,0.315,0.838,0.636,0.045,0,0.323,3,0,0.0,56.72,481.0
411045,Pune,same_day,PharmEasy,residential,4464,7,0,0.826,3,1,0,0.58,0.575,0.489,0.035,0,0.925,9,0,0.0,89.78,670.0
226016,Lucknow,same_day,Tata1mg,commercial,5238,12,0,0.632,39,0,0,0.648,0.791,0.817,0.032,0,0.221,2,0,0.0,83.02,786.0
560047,Bengaluru,scheduled,PharmEasy,residential,3073,20,0,0.583,10,0,0,0.399,0.269,0.319,0.054,0,0.439,3,1,0.03,49.05,461.0
700012,Kolkata,same_day,PharmEasy,hospital_adjacent,4459,9,0,0.693,25,0,0,0.855,0.673,0.755,0.41,1,0.166,1,2,0.06,95.67,669.0
700046,Kolkata,same_day,Apollo24x7,hospital_adjacent,5716,14,0,0.478,48,0,0,0.885,0.669,0.761,0.414,1,0.27,3,2,0.06,89.3,800.0
411006,Pune,same_day,PharmEasy,hospital_adjacent,4585,9,0,0.806,3,0,0,0.627,0.569,0.464,0.014,0,0.557,10,3,0.09,85.22,688.0
110006,Delhi,same_day,Tata1mg,residential,3384,10,0,0.73,7,0,0,0.772,0.914,0.961,0.037,0,0.269,12,0,0.0,92.4,508.0
600001,Chennai,hyperlocal,PhonePePincode,hospital_adjacent,5118,11,0,0.641,7,0,0,0.752,0.747,0.514,0.607,1,0.708,9,4,0.12,138.61,768.0
400050,Mumbai,same_day,PharmEasy,residential,6103,7,0,0.699,23,0,1,0.369,0.448,0.541,0.328,1,0.203,1,3,0.09,133.69,800.0
345002,Jaisalmer,scheduled,Netmeds,residential,3429,21,0,0.788,24,0,0,0.043,0.934,0.197,0.029,0,0.158,12,0,0.0,50.02,514.0
380015,Ahmedabad,hyperlocal,Apollo24x7,industrial,6159,13,0,0.934,12,0,1,0.251,0.875,0.571,0.081,0,0.743,8,0,0.0,223.68,800.0
751001,Bhubaneswar,scheduled,Netmeds,hospital_adjacent,4581,23,0,0.922,8,0,0,0.635,0.717,0.413,0.765,1,0.936,8,0,0.0,74.94,687.0
411014,Pune,same_day,PharmEasy,industrial,3818,7,0,0.691,2,0,0,0.423,0.542,0.449,0.063,0,0.768,8,0,0.0,88.63,573.0
110018,Delhi,hyperlocal,Apollo24x7,residential,5726,11,0,0.9,44,0,0,0.339,0.878,0.909,0.023,0,0.981,7,0,0.0,124.55,800.0
560047,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,5167,17,0,0.914,72,0,0,0.343,0.267,0.356,0.049,0,0.331,12,1,0.03,95.98,775.0
700064,Kolkata,scheduled,PharmEasy,hospital_adjacent,3840,17,0,0.499,13,0,1,0.87,0.665,0.78,0.446,1,0.913,9,1,0.03,88.89,576.0
700012,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,5777,9,0,0.529,28,0,0,0.829,0.662,0.726,0.391,1,0.255,3,0,0.0,136.68,800.0
440001,Nagpur,same_day,Tata1mg,commercial,4961,8,0,0.506,24,1,0,0.444,0.846,0.465,0.029,0,0.971,9,2,0.06,83.6,744.0
700001,Kolkata,hyperlocal,Apollo24x7,residential,5554,15,0,0.777,10,0,1,0.85,0.649,0.736,0.423,1,0.477,10,1,0.03,158.15,800.0
440010,Nagpur,scheduled,Netmeds,hospital_adjacent,3091,12,0,0.71,1,0,0,0.509,0.82,0.561,0.045,0,0.879,9,0,0.0,71.31,464.0
560008,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,6635,18,0,0.703,11,0,1,0.623,0.32,0.421,0.042,0,0.878,6,0,0.0,237.67,800.0
400050,Mumbai,same_day,Apollo24x7,commercial,4430,7,0,0.924,22,1,0,0.358,0.424,0.523,0.321,1,0.356,1,1,0.03,75.71,664.0
751002,Bhubaneswar,same_day,PharmEasy,commercial,4966,8,0,0.554,26,1,0,0.507,0.699,0.378,0.764,1,0.864,7,2,0.06,90.25,745.0
462016,Bhopal,hyperlocal,Apollo24x7,hospital_adjacent,6259,11,0,0.823,23,1,0,0.302,0.696,0.445,0.0,0,0.485,10,0,0.0,180.1,800.0
560047,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,6038,15,0,0.542,18,1,1,0.296,0.288,0.321,0.038,0,0.357,2,2,0.06,188.7,800.0
411045,Pune,same_day,Tata1mg,hospital_adjacent,4227,8,0,0.706,8,1,0,0.539,0.544,0.437,0.001,0,0.412,12,1,0.03,87.51,634.0
560076,Bengaluru,same_day,Apollo24x7,industrial,5397,8,0,0.776,9,0,0,0.796,0.306,0.44,0.041,0,0.201,3,1,0.03,74.94,800.0
411021,Pune,same_day,PharmEasy,residential,4882,10,0,0.871,4,0,0,0.417,0.52,0.405,0.026,0,0.216,1,0,0.0,75.55,732.0
560034,Bengaluru,same_day,PharmEasy,hospital_adjacent,4787,4,1,0.895,52,0,0,0.52,0.295,0.406,0.056,0,0.158,3,2,0.06,67.61,718.0
751002,Bhubaneswar,same_day,PharmEasy,hospital_adjacent,4972,8,0,0.456,4,0,0,0.579,0.674,0.366,0.762,1,0.608,5,3,0.09,98.31,746.0
400068,Mumbai,same_day,Apollo24x7,residential,3777,9,0,0.65,8,0,0,0.724,0.464,0.619,0.32,0,0.455,5,3,0.09,78.09,567.0
110092,Delhi,hyperlocal,Apollo24x7,hospital_adjacent,5271,16,0,0.805,34,0,0,0.639,0.921,0.925,0.018,0,0.339,11,2,0.06,125.76,791.0
751002,Bhubaneswar,scheduled,PharmEasy,residential,4283,23,0,0.425,8,0,0,0.599,0.669,0.358,0.76,1,0.557,4,1,0.03,64.2,642.0
110051,Delhi,hyperlocal,Tata1mg,hospital_adjacent,6881,16,0,0.624,13,0,0,0.704,0.885,0.963,0.059,0,0.825,9,0,0.0,236.51,800.0
560034,Bengaluru,same_day,Apollo24x7,commercial,3969,12,0,0.926,5,0,0,0.573,0.282,0.413,0.058,0,0.892,9,1,0.03,83.24,595.0
560047,Bengaluru,same_day,Apollo24x7,commercial,5396,10,0,0.865,1,1,0,0.345,0.28,0.357,0.073,0,0.708,10,2,0.06,72.48,800.0
700001,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,6261,14,0,0.893,13,0,0,0.808,0.649,0.713,0.454,1,0.878,6,4,0.12,217.55,800.0
700027,Kolkata,hyperlocal,Apollo24x7,commercial,5728,12,0,0.834,29,0,0,0.799,0.648,0.702,0.385,0,0.456,4,2,0.06,117.31,800.0
400012,Mumbai,same_day,Tata1mg,hospital_adjacent,6293,10,0,0.462,6,0,0,0.861,0.477,0.658,0.304,0,0.832,7,3,0.09,148.21,800.0
751010,Bhubaneswar,scheduled,Netmeds,residential,3698,19,0,0.945,37,0,0,0.492,0.694,0.378,0.699,0,0.57,10,0,0.0,56.87,555.0
226010,Lucknow,same_day,Tata1mg,residential,4324,8,0,0.661,4,0,0,0.424,0.82,0.737,0.064,0,0.432,3,2,0.06,82.36,649.0
500032,Hyderabad,same_day,Tata1mg,residential,4356,11,0,0.781,22,1,0,0.397,0.731,0.513,0.126,0,0.336,2,1,0.03,72.89,653.0
751024,Bhubaneswar,scheduled,Tata1mg,commercial,2432,15,0,0.73,11,0,0,0.713,0.691,0.418,0.81,1,0.388,1,3,0.09,34.4,365.0
110001,Delhi,same_day,Tata1mg,hospital_adjacent,4843,9,0,0.758,16,0,0,0.427,0.945,0.982,0.102,0,0.486,5,3,0.09,91.55,726.0
440001,Nagpur,scheduled,PharmEasy,commercial,2411,17,0,0.907,6,0,1,0.418,0.856,0.498,0.034,0,0.77,6,0,0.0,43.46,362.0
700012,Kolkata,same_day,Tata1mg,commercial,4443,10,0,0.702,3,0,0,0.804,0.678,0.733,0.423,1,0.946,9,0,0.0,105.29,666.0
700046,Kolkata,same_day,Tata1mg,residential,4900,5,0,0.651,59,1,1,0.931,0.646,0.753,0.458,1,0.201,11,0,0.0,99.29,735.0
110085,Delhi,hyperlocal,PhonePePincode,hospital_adjacent,6439,16,0,0.896,25,0,0,0.372,0.892,0.924,0.045,0,0.393,2,2,0.06,178.62,800.0
440010,Nagpur,same_day,PharmEasy,hospital_adjacent,5102,8,0,0.762,1,0,0,0.522,0.815,0.533,0.055,0,0.187,11,1,0.03,82.5,765.0
440001,Nagpur,hyperlocal,Apollo24x7,commercial,4378,4,1,0.646,12,0,0,0.395,0.81,0.501,0.035,0,0.191,2,0,0.0,112.01,657.0
560008,Bengaluru,same_day,PharmEasy,hospital_adjacent,5741,8,0,0.776,20,1,0,0.657,0.311,0.396,0.02,0,0.824,9,1,0.03,86.47,800.0
560038,Bengaluru,hyperlocal,PhonePePincode,commercial,5517,11,0,0.757,1,0,1,0.697,0.333,0.453,0.039,0,0.293,2,4,0.12,115.7,800.0
440001,Nagpur,scheduled,Tata1mg,hospital_adjacent,3679,13,0,0.753,4,0,0,0.431,0.841,0.482,0.008,0,0.716,6,0,0.0,63.5,552.0
110018,Delhi,hyperlocal,Apollo24x7,hospital_adjacent,7811,13,0,0.958,1,0,0,0.348,0.868,0.969,0.021,0,0.911,7,0,0.0,229.28,800.0
400012,Mumbai,hyperlocal,Apollo24x7,commercial,7877,14,0,0.954,60,1,0,0.898,0.5,0.671,0.304,0,0.655,5,0,0.0,202.19,800.0
380001,Ahmedabad,same_day,PharmEasy,residential,5078,9,0,0.69,14,1,0,0.278,0.881,0.611,0.089,0,0.206,2,3,0.09,72.39,762.0
380015,Ahmedabad,same_day,Tata1mg,hospital_adjacent,5165,11,0,0.936,33,0,0,0.213,0.882,0.576,0.071,0,0.926,7,0,0.0,97.61,775.0
400051,Mumbai,same_day,PharmEasy,residential,4312,11,0,0.685,1,0,0,0.47,0.438,0.532,0.338,1,0.987,8,0,0.0,99.61,647.0
700027,Kolkata,hyperlocal,PhonePePincode,commercial,5494,12,0,0.622,21,0,1,0.847,0.643,0.694,0.399,0,0.168,3,1,0.03,128.55,800.0
560008,Bengaluru,scheduled,PharmEasy,commercial,4188,14,0,0.618,28,0,0,0.594,0.305,0.414,0.057,0,0.399,2,2,0.06,49.16,628.0
400063,Mumbai,hyperlocal,Apollo24x7,commercial,4471,13,0,0.707,48,1,0,0.985,0.506,0.662,0.295,0,0.421,11,0,0.0,127.02,671.0
400063,Mumbai,hyperlocal,Apollo24x7,commercial,4878,16,0,0.813,12,0,0,0.959,0.519,0.684,0.274,0,0.338,2,4,0.12,111.61,732.0
440010,Nagpur,scheduled,PharmEasy,hospital_adjacent,5069,22,0,0.406,25,0,0,0.449,0.831,0.541,0.0,0,0.883,6,3,0.09,60.04,760.0
560001,Bengaluru,scheduled,Netmeds,residential,3262,23,0,0.949,8,0,1,0.364,0.287,0.366,0.049,0,0.984,9,4,0.12,59.9,489.0
110006,Delhi,hyperlocal,Apollo24x7,residential,5018,17,0,0.778,11,0,0,0.742,0.908,0.98,0.023,0,0.931,9,1,0.03,138.84,753.0
411006,Pune,same_day,Tata1mg,residential,4787,9,0,0.629,6,0,0,0.599,0.573,0.456,0.007,0,0.54,4,1,0.03,82.47,718.0
500016,Hyderabad,same_day,PharmEasy,residential,5243,9,0,0.958,8,0,0,0.467,0.7,0.495,0.063,0,0.724,9,0,0.0,83.81,786.0
400078,Mumbai,same_day,Tata1mg,commercial,3851,5,0,0.609,8,0,0,0.796,0.475,0.646,0.298,0,0.3,2,1,0.03,83.79,578.0
751002,Bhubaneswar,same_day,Tata1mg,residential,5465,7,0,0.934,38,0,0,0.583,0.701,0.341,0.764,1,0.796,8,0,0.0,99.28,800.0
302012,Jaipur,hyperlocal,PhonePePincode,hospital_adjacent,6404,14,0,0.722,11,0,0,0.193,0.934,0.578,0.025,0,0.371,2,1,0.03,184.24,800.0
462003,Bhopal,same_day,Tata1mg,residential,5946,6,0,0.873,28,0,0,0.453,0.749,0.477,0.027,0,0.53,5,0,0.0,85.29,800.0
440022,Nagpur,same_day,PharmEasy,residential,5004,6,0,0.724,5,0,0,0.368,0.833,0.468,0.0,0,0.253,3,2,0.06,75.55,751.0
110085,Delhi,hyperlocal,Apollo24x7,residential,6007,19,0,0.651,6,0,0,0.381,0.891,0.902,0.0,0,0.949,9,0,0.0,219.56,800.0
110003,Delhi,hyperlocal,Apollo24x7,hospital_adjacent,5867,19,0,0.503,1,0,0,0.361,0.894,0.944,0.069,0,0.886,8,3,0.09,139.15,800.0
600042,Chennai,scheduled,PharmEasy,residential,4294,14,0,0.637,19,1,0,0.92,0.814,0.58,0.628,1,0.976,9,0,0.0,81.2,644.0
751024,Bhubaneswar,scheduled,Netmeds,residential,3903,22,0,0.728,1,0,1,0.678,0.709,0.383,0.801,1,0.739,9,2,0.06,77.13,585.0
400050,Mumbai,hyperlocal,Tata1mg,hospital_adjacent,6317,17,0,0.89,13,0,0,0.362,0.419,0.505,0.322,1,0.28,12,2,0.06,178.48,800.0
411014,Pune,scheduled,Tata1mg,residential,3333,16,0,0.818,3,0,0,0.397,0.534,0.444,0.029,0,0.902,6,4,0.12,54.88,500.0
411006,Pune,scheduled,Netmeds,hospital_adjacent,4264,22,0,0.726,37,0,0,0.597,0.588,0.495,0.037,0,0.274,2,1,0.03,58.59,640.0
500016,Hyderabad,same_day,Apollo24x7,industrial,6458,9,0,0.684,15,0,0,0.503,0.707,0.511,0.141,0,0.28,3,0,0.0,129.58,800.0
500032,Hyderabad,hyperlocal,Apollo24x7,industrial,4960,18,0,0.804,16,0,0,0.439,0.679,0.488,0.101,0,0.739,8,1,0.03,119.1,744.0
641001,Coimbatore,scheduled,PharmEasy,residential,2709,24,0,0.777,35,1,1,0.266,0.647,0.302,0.173,0,0.347,2,2,0.06,31.93,406.0
700064,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,4448,12,0,0.937,32,0,0,0.944,0.682,0.778,0.464,1,0.875,6,0,0.0,166.22,667.0
400001,Mumbai,scheduled,Netmeds,hospital_adjacent,2784,19,0,0.898,30,0,0,0.672,0.449,0.601,0.328,1,0.539,5,0,0.0,38.21,418.0
302003,Jaipur,same_day,Apollo24x7,residential,6107,8,0,0.903,1,0,1,0.142,0.858,0.514,0.045,0,0.806,6,1,0.03,147.04,800.0
700027,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,6698,9,0,0.655,65,0,0,0.778,0.607,0.684,0.399,0,0.337,11,1,0.03,188.13,800.0
560008,Bengaluru,scheduled,PharmEasy,residential,3732,17,0,0.774,1,0,0,0.58,0.238,0.428,0.045,0,0.615,4,3,0.09,52.27,560.0
110085,Delhi,hyperlocal,Apollo24x7,hospital_adjacent,7758,14,0,0.933,36,0,1,0.355,0.863,0.947,0.046,0,0.182,11,0,0.0,208.18,800.0
226010,Lucknow,same_day,PharmEasy,hospital_adjacent,4355,10,0,0.857,11,1,1,0.36,0.773,0.715,0.009,0,0.477,10,1,0.03,96.16,653.0
600020,Chennai,hyperlocal,PhonePePincode,hospital_adjacent,5366,13,0,0.585,5,0,0,0.832,0.786,0.552,0.599,1,0.285,1,0,0.0,147.85,800.0
560047,Bengaluru,hyperlocal,Tata1mg,hospital_adjacent,5320,14,0,0.728,1,0,0,0.359,0.29,0.353,0.017,0,0.459,5,0,0.0,111.78,798.0
751002,Bhubaneswar,scheduled,Netmeds,residential,4263,24,0,0.452,10,1,0,0.597,0.662,0.394,0.721,1,0.715,4,0,0.0,72.75,639.0
400051,Mumbai,same_day,Tata1mg,residential,4456,7,0,0.556,17,0,0,0.407,0.438,0.554,0.346,1,0.292,1,0,0.0,81.7,668.0
600042,Chennai,same_day,Tata1mg,residential,3795,8,0,0.688,18,0,0,0.89,0.828,0.592,0.599,1,0.925,8,0,0.0,110.45,569.0
500008,Hyderabad,same_day,PharmEasy,residential,2810,7,0,0.831,17,0,0,0.722,0.731,0.584,0.104,0,0.188,12,0,0.0,47.14,422.0
500016,Hyderabad,scheduled,Netmeds,hospital_adjacent,3470,15,0,0.601,7,0,0,0.516,0.691,0.544,0.103,0,0.695,4,3,0.09,63.11,520.0
226010,Lucknow,same_day,Tata1mg,commercial,5021,9,0,0.721,10,0,0,0.399,0.777,0.739,0.041,0,0.71,9,0,0.0,88.45,753.0
600020,Chennai,hyperlocal,Apollo24x7,commercial,5242,17,0,0.78,1,0,1,0.822,0.797,0.56,0.622,1,0.257,3,1,0.03,142.54,786.0
411045,Pune,scheduled,PharmEasy,hospital_adjacent,4775,22,0,0.599,4,1,0,0.592,0.555,0.449,0.01,0,0.956,8,1,0.03,66.16,716.0
600001,Chennai,hyperlocal,Apollo24x7,hospital_adjacent,5360,13,0,0.476,12,0,1,0.715,0.776,0.537,0.561,1,0.201,2,1,0.03,157.55,800.0
380015,Ahmedabad,same_day,Tata1mg,commercial,5152,10,0,0.594,31,1,0,0.278,0.853,0.58,0.036,0,0.275,1,0,0.0,77.15,773.0
411006,Pune,same_day,Apollo24x7,hospital_adjacent,5018,10,0,0.772,26,0,0,0.676,0.559,0.496,0.027,0,0.511,10,4,0.12,80.74,753.0
380015,Ahmedabad,hyperlocal,PhonePePincode,commercial,5764,8,0,0.71,16,1,0,0.259,0.862,0.567,0.015,0,0.599,5,3,0.09,109.89,800.0
400068,Mumbai,same_day,PharmEasy,hospital_adjacent,4452,13,0,0.519,13,0,0,0.741,0.45,0.636,0.29,0,0.173,1,4,0.12,75.62,668.0
600020,Chennai,scheduled,Netmeds,industrial,3473,19,0,0.857,1,1,0,0.86,0.781,0.564,0.617,1,0.903,6,1,0.03,75.51,521.0
600096,Chennai,scheduled,Netmeds,industrial,3896,23,0,0.844,2,0,1,0.435,0.716,0.486,0.485,0,0.177,1,0,0.0,66.91,584.0
500038,Hyderabad,same_day,PharmEasy,residential,5281,6,0,0.921,9,1,0,0.698,0.687,0.541,0.096,0,0.774,9,2,0.06,88.26,792.0
302003,Jaipur,scheduled,Netmeds,industrial,2767,16,0,0.938,9,0,0,0.159,0.885,0.506,0.0,0,0.431,11,2,0.06,28.61,415.0
302001,Jaipur,same_day,Tata1mg,hospital_adjacent,4160,8,0,0.608,11,0,0,0.218,0.891,0.538,0.012,0,0.169,11,0,0.0,77.85,624.0
700027,Kolkata,same_day,PharmEasy,commercial,6072,8,0,0.507,10,0,0,0.752,0.659,0.698,0.4,0,0.874,9,0,0.0,159.96,800.0
302001,Jaipur,scheduled,PharmEasy,residential,3650,23,0,0.512,1,0,0,0.214,0.874,0.568,0.063,0,0.745,8,3,0.09,56.83,548.0
110085,Delhi,scheduled,Netmeds,hospital_adjacent,3318,23,0,0.9,41,0,1,0.387,0.902,0.938,0.061,0,0.31,3,2,0.06,64.53,498.0
500008,Hyderabad,same_day,Tata1mg,commercial,5137,4,1,0.234,16,0,0,0.659,0.726,0.598,0.124,0,0.18,12,2,0.06,74.23,771.0
400001,Mumbai,hyperlocal,PhonePePincode,industrial,4990,14,0,0.916,11,0,0,0.684,0.443,0.57,0.292,1,0.397,2,0,0.0,116.2,748.0
641001,Coimbatore,same_day,PharmEasy,residential,5348,5,0,0.752,4,0,1,0.295,0.666,0.289,0.214,0,0.4,2,1,0.03,90.66,800.0
440022,Nagpur,same_day,PharmEasy,industrial,6140,8,0,0.701,18,0,0,0.394,0.788,0.483,0.014,0,0.327,3,2,0.06,117.74,800.0
600001,Chennai,hyperlocal,Tata1mg,commercial,6505,10,0,0.528,13,1,0,0.666,0.772,0.497,0.576,1,0.588,10,1,0.03,211.9,800.0
110092,Delhi,same_day,PharmEasy,residential,6135,9,0,0.685,6,1,0,0.701,0.878,0.954,0.047,0,0.752,7,1,0.03,146.21,800.0
700091,Kolkata,same_day,Apollo24x7,industrial,5940,7,0,0.616,7,1,0,0.612,0.631,0.674,0.413,0,0.869,7,2,0.06,94.57,800.0
110018,Delhi,hyperlocal,PhonePePincode,hospital_adjacent,5607,13,0,0.718,8,0,0,0.347,0.905,0.898,0.027,0,0.277,1,0,0.0,123.23,800.0
560008,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,5207,14,0,0.734,4,0,0,0.605,0.323,0.461,0.035,0,0.81,6,0,0.0,132.76,781.0
500081,Hyderabad,same_day,PharmEasy,residential,4062,7,0,0.824,15,0,1,0.386,0.697,0.471,0.114,0,0.467,10,0,0.0,95.02,609.0
600040,Chennai,same_day,Tata1mg,hospital_adjacent,4369,8,0,0.606,33,0,1,0.507,0.735,0.461,0.504,0,0.521,4,2,0.06,96.62,655.0
751002,Bhubaneswar,scheduled,Netmeds,commercial,4094,24,0,0.647,43,1,0,0.584,0.726,0.381,0.733,1,0.481,10,0,0.0,64.23,614.0
380001,Ahmedabad,same_day,Tata1mg,hospital_adjacent,5402,9,0,0.935,35,0,0,0.287,0.888,0.625,0.079,0,0.569,4,3,0.09,82.46,800.0
411045,Pune,same_day,Tata1mg,residential,4449,5,0,0.536,44,0,0,0.528,0.559,0.458,0.025,0,0.736,10,3,0.09,77.33,667.0
700064,Kolkata,hyperlocal,PhonePePincode,residential,5925,8,0,0.859,19,1,0,0.91,0.689,0.79,0.45,1,0.178,3,1,0.03,124.45,800.0
110006,Delhi,hyperlocal,Tata1mg,hospital_adjacent,6410,14,0,0.909,12,0,0,0.772,0.904,0.956,0.037,0,0.514,5,0,0.0,229.91,800.0
641004,Coimbatore,scheduled,PharmEasy,hospital_adjacent,2532,19,0,0.866,20,0,0,0.277,0.638,0.305,0.137,0,0.597,4,2,0.06,32.76,380.0
302012,Jaipur,same_day,PharmEasy,commercial,4735,5,0,0.625,6,0,0,0.233,0.917,0.556,0.012,0,0.169,11,0,0.0,73.85,710.0
641001,Coimbatore,same_day,Apollo24x7,industrial,3928,7,0,0.877,1,0,0,0.269,0.666,0.269,0.189,0,0.469,5,4,0.12,65.52,589.0
751024,Bhubaneswar,scheduled,PharmEasy,residential,3308,16,0,0.763,84,0,0,0.689,0.688,0.394,0.785,1,0.543,4,1,0.03,59.97,496.0
462003,Bhopal,scheduled,Netmeds,hospital_adjacent,3194,20,0,0.853,2,0,0,0.437,0.74,0.496,0.0,0,0.273,3,2,0.06,54.2,479.0
400012,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,7239,15,0,0.628,23,0,0,0.824,0.506,0.634,0.288,0,0.396,2,0,0.0,199.09,800.0
345002,Jaisalmer,scheduled,Tata1mg,residential,2958,19,0,0.238,6,0,0,0.02,0.983,0.171,0.031,0,0.858,8,2,0.06,33.02,444.0
400078,Mumbai,scheduled,Netmeds,hospital_adjacent,4224,22,0,0.407,1,0,0,0.844,0.494,0.65,0.325,0,0.46,10,2,0.06,63.26,634.0
560047,Bengaluru,same_day,Tata1mg,residential,5256,9,0,0.645,35,1,0,0.347,0.301,0.338,0.04,0,0.96,6,1,0.03,77.77,788.0
560008,Bengaluru,scheduled,Netmeds,industrial,3656,21,0,0.695,27,0,0,0.646,0.28,0.425,0.032,0,0.92,7,3,0.09,56.49,548.0
500001,Hyderabad,hyperlocal,Tata1mg,hospital_adjacent,5347,16,0,0.925,23,0,1,0.53,0.713,0.534,0.115,0,0.508,5,1,0.03,141.32,800.0
380015,Ahmedabad,scheduled,Netmeds,residential,2976,20,0,0.583,14,0,1,0.265,0.883,0.556,0.072,0,0.906,8,0,0.0,42.81,446.0
751010,Bhubaneswar,scheduled,Netmeds,industrial,3385,25,0,0.84,7,1,0,0.51,0.661,0.363,0.733,0,0.692,5,2,0.06,59.56,508.0
400051,Mumbai,hyperlocal,Apollo24x7,commercial,5477,13,0,0.772,5,0,1,0.398,0.444,0.556,0.303,1,0.937,7,1,0.03,150.81,800.0
